name,reading,meaning
故意,こい,１ わざとすること。また、その気持ち。２ 私法上、自分の行為から一定の結果が生じることを認容しながら行為に出る心情。刑法上は、罪となる事実を認識し、かつ結果の発生を意図または認容している場合をいう。
恋敵,こいがたき,恋の競争相手。自分が恋する人に、同様に恋している人。
恋心,こいごころ,恋しいと思う心。
恋路,こいじ,恋心を通わすことを道にたとえていう語。恋の道。
恋仲,こいなか,互いに恋い慕っている間柄。
恋人,こいびと,恋しく思う相手。普通、相思相愛の間柄にいう。
恋文,こいぶみ,恋しく思う気持ちを書いた手紙。ラブレター。
高圧,こうあつ,１ 高い圧力。強い圧力。２ 高い電圧。電気設備基準では、送電電圧の規格の一つとして、直流で750ボルトを超え7000ボルト以下、交流で600ボルトを超え7000ボルト以下の電圧。３ 権力で押さえつけること。
公安,こうあん,社会が安らかで秩序が保たれていること。公共の安寧。
考案,こうあん,工夫して考え出すこと。
好意,こうい,１ その人にいだく親しみや好ましく思う気持ち。愛情の婉曲的な表現としても用いられる。２ その人のためになりたいと思う気持ち。親切な気持ち。
行為,こうい,１ ある意思をもってするおこない。２ 哲学で、目的観念を伴う動機があり、思慮・選択によって意識的に行われる行動。３ 権利の得失・移転など法律上の効果を生じさせる原因となる意思活動。
広域,こういき,広い区域。広い範囲。
光陰,こういん,月日。年月。時間。
工員,こういん,工場の現場で働く労働者。
降雨,こうう,雨が降ること。また、降る雨。
幸運,こううん,運がよいこと。めぐりあわせがよいさま。しあわせ。
光栄,こうえい,１ 業績や行動を褒められたり、重要な役目を任されたりして、名誉に思うこと。また、そのさま。２ 栄えること。栄えさせること。
公営,こうえい,公の機関、特に地方公共団体が直接・間接に経営すること。
交易,こうえき,１ 互いに物品の交換や売買をすること。２ 互いに交換すること。３ 入りまじって、同化すること。
公益,こうえき,社会一般の利益。公共の利益。
校閲,こうえつ,文書や原稿などの誤りや不備な点を調べ、検討し、訂正したり校正したりすること。
後援,こうえん,１ 仕事や計画などの後ろだてとなって、資金を提供したり便宜を図ったりして援助すること。２ 後方にひかえる援助の兵。
公園,こうえん,１ 市街地などに設けられた公共施設としての庭園や遊園地。２ 国立公園など、自然保護その他を目的として定めた地域。
公演,こうえん,演劇・演芸・舞踊・音楽などを、公開の場で演じること。
好演,こうえん,みごとに演じること。また、すばらしい演技・演奏。
講演,こうえん,１ 大ぜいの人に向かって、ある題目に従って話をすること。また、その話。２ 経典を講じ仏法を説くこと。説法。
甲乙,こうおつ,第一と第二。二つのものの間の優劣。
効果,こうか,１ ある働きかけによって現れる、望ましい結果。ききめ。しるし。２ 演劇・映画などで、その場面に情趣を加える技術および方法。雨音・風音・煙・雪など。エフェクト。３ 星新一のショートショート作品。おせっかいな神々に収録。
硬化,こうか,１ 物が硬くなること。２ 態度・意見などが強硬な状態になること。３ 市場の相場が買い人気になって、上がる気配に向かうこと。４ 熱硬化性樹脂が、熱の作用によって分子間が架橋され硬くなること。また、加熱されて軟化した熱可塑性樹脂が冷えて硬くなること。５ 樹脂やゴムに適当な化合物を添加して熱可塑性を減らし安定な状態にすること。
硬貨,こうか,１ 金属で鋳造した貨幣。紙幣と区別してよばれる。コイン。２ 国際金融上、金または米ドルなどの外貨と交換可能な通貨。
降下,こうか,１ 高い所から低い所へおりること。また、高かったものが低くなること。２ 命令などが、高い地位の人からくだること。
高価,こうか,値段が高いこと。価値が高いこと。また、そのさま。
高架,こうか,線路・道路・橋などを、地上高く架け渡すこと。また、そのもの。
後悔,こうかい,自分のしてしまったことを、あとになって失敗であったとくやむこと。
公海,こうかい,国際法上、特定国家の主権に属さず、各国が自由に使用できる海域。⇔領海。
公開,こうかい,公衆に開放すること。特定の人に限定せず、広く一般の人々に入場・観覧・使用などを許すこと。
更改,こうかい,１ 古いきまりやしきたりなどを新しいものに変えること。２ 既存の債務を消滅させ、これに代わる新しい債務を成立させる契約。
航海,こうかい,船で海をわたること。
公害,こうがい,事業活動などの人為的な原因から、地域住民や公共一般がこうむる肉体的、精神的、物質的な種々の被害や、自然環境の破壊。
口外,こうがい,口に出して言うこと。秘密などを第三者に話すこと。
梗概,こうがい,物語などのあらすじ。あらまし。大略。
郊外,こうがい,都市に隣接した地域。市街地周辺の田園地帯。
降格,こうかく,階級や地位などが下がること。また、下げること。格下げ。
後学,こうがく,１ 後進の学者。後覚(こうかく)。２ 将来、自分のためになる知識や学問。
工学,こうがく,基礎科学を工業生産に応用するための学問。
高額,こうがく,金額が大きいこと。また、そのさま。
狡猾,こうかつ,ずるく悪賢いこと。また、そのさま。
交換,こうかん,１ 取りかえること。また、互いにやり取りすること。２ 電話の交換手、または交換台のこと。３ 民法上、当事者が互いに金銭以外の財産権を移転することを約する契約。
交歓,こうかん,ともに打ち解けて楽しむこと。
公刊,こうかん,広く世間一般に向けて刊行すること。
公館,こうかん,１ 公共の建物。２ 官庁の建物。特に大使館・公使館・領事館の建物。
好感,こうかん,よい感じ。好ましい印象。
好漢,こうかん,好ましい男。気性のさっぱりしたよい男。快男子。
後期,こうき,１ 一定の期間を二つまたは三つに分けたうちの、あとのほうの期間。２ 細胞分裂の一段階で，染色体が分裂して娘染色体になって両極へ移行する時期．この時期の変化はサイトカラシンBで阻害され，細胞分裂が停止する。
後記,こうき,１ 本文のあとに書き記すこと。また、そのもの。あとがき。２ その文章よりあとの方に書くこと。３ 後世に残る記録。
好奇,こうき,珍しいことや未知のことに対して強く興味をもつこと。また、そのさま。
好機,こうき,物事をするのにちょうどよい機会。チャンス。
降旗,こうき,降伏の意思を相手方に知らせる旗。普通は白旗。
高貴,こうき,１ 身分・家格などが高く貴いこと。また、そのさま。２ 人柄などに、気品のあるさま。３ 値段が高くて貴重なこと。また、そのさま。
巧技,こうぎ,巧みな演技や技術。
広義,こうぎ,ひろい意味。ある言葉のもつ意味の範囲に広狭がある場合の、広のほうの意味。
抗議,こうぎ,相手の発言・決定・行為などを不当として、反対の意見・要求を主張すること。
講義,こうぎ,１ 学問の方法や成果、また、研究対象などについて、その内容・性質などを説き聞かせること。また、その説明。２ 大学の授業。
公休,こうきゅう,１ 休日・祝日以外に、勤労者が権利として認められている休み。２ 同業者などが申し合わせて、一定の日に休むこと。また、その日。公休日。
恒久,こうきゅう,ある状態が永く変わらないこと。永久。
交響,こうきょう,互いに響き合うこと。
公共,こうきょう,１ 社会全体に関すること。おおやけ。２ おおやけのものとして共有すること。
好況,こうきょう,状況のよいこと。特に、景気のよいこと。景気循環の一局面で、拡張過程における繁栄期。
広狭,こうきょう,１ 広いことと狭いこと。広さ。２ 広い意味と狭い意味。広義と狭義。
興業,こうぎょう,新しく事業を興すこと。また、産業を盛んにすること。
興行,こうぎょう,１ 観客を集め、料金を取って演劇・音曲・映画・相撲・見世物などを催すこと。また、その催し物。２ 儀式などを催すこと。３ 初めて興し立てること。創建。創立。４ 連歌や俳諧などの会を催すこと。
工業,こうぎょう,自然の原料に人力や機械力を加え、商品価値のある生産物を製造する産業。重工業と軽工業とに分けられる。
抗菌,こうきん,細菌の発生・生育・増殖などを抑制すること。
校区,こうく,児童・生徒の通学区域。東日本でいう学区のこと。
工具,こうぐ,工作の道具。特に、機械工作に用いる刃物類など。
耕具,こうぐ,耕作用の道具。鋤(すき)・鍬(くわ)など。
航空,こうくう,航空機などに乗って空中を飛行すること。
厚遇,こうぐう,手厚くもてなすこと。また、地位や給料などで十分な待遇をすること。優遇。
行軍,こうぐん,軍隊が隊列を組んで長距離を行進・移動すること。学生の軍事教練などにもいった。
後継,こうけい,１ 前任者や師・先輩などから、事業・学問・地位などを引き継ぐこと。また、その人。あとつぎ。２ あとに続くこと。特に、あとから続く軍隊。あとぞなえ。
光景,こうけい,１ 目前に広がる景色。眺め。２ ある場面の具体的なありさま。情景。３ 日のひかり。
口径,こうけい,１ 大砲や管くだなど、円筒形のものの内径。２ レンズ・鏡の有効直径。
工芸,こうげい,１ 工作や製造に関する技術。２ 実用性と美的価値とを兼ね備えた工作物を作ること。また、その作品。一般に陶芸・漆芸・染織など小規模なものをいい、建築は含まない。
攻撃,こうげき,１ 進んで敵を攻め撃つこと。２ 議論などで、相手を責めなじること。非難すること。３ スポーツの試合などで、相手を攻めること。
高潔,こうけつ,人柄がりっぱで、利欲のために心を動かさないこと。また、そのさま。
後見,こうけん,１ 年少の家長・主人などの後ろだてとなって補佐すること。また、その役目の人。後(うし)ろ見(み)。２ 法律で、親権者のない未成年者や成年被後見人などを監護し、その財産の管理などを行う制度。後(うし)ろ見(み)。３ 能・狂言・歌舞伎・舞踊などで、演技者の後方に控えて、装束の直し、小道具の受け渡し、その他演技の進行の介添えをする者。４ 鎌倉幕府の執権や連署、また、室町幕府の関東管領をさしていう。後(うし)ろ見(み)。５ 後日に出会うこと。再会すること。６ 後になって書物などを他人が見ること。また、その人。
貢献,こうけん,１ ある物事や社会のために役立つように尽力すること。２ 貢ぎ物を奉ること。また、その品物。
巧言,こうげん,巧みに言い回した言葉。口先だけでうまく言うこと。
広言,こうげん,無責任に大きなことを言い散らすこと。また、その言葉。
荒原,こうげん,１ 荒れ果てた野原。荒野。２ 植物群系の一。気候条件などが厳しく、特定の植物がまばらにしか生育できない所。乾荒原（砂漠）・寒地荒原（ツンドラなど）・海岸荒原（砂丘）などに分けられる。
高原,こうげん,山地にある、海抜高度の高い平原。起伏のゆるやかな台状の地形。
高言,こうげん,偉そうに大きなことを言うこと。また、その言葉。
公庫,こうこ,国の経済政策・社会政策を実現するために融資を行う全額政府出資の金融機関。
交互,こうご,１ 二種の異なったものが一つ置きになっていること。たがいちがい。２ 交替して物事を行うこと。かわるがわる。
口語,こうご,１ 日常の談話などに用いられる言葉遣い。話し言葉。口頭語。音声言語。２ 明治以降の話し言葉と、それをもとにした書き言葉とを合わせていう。
孝行,こうこう,１ 子として親を大切にすること。また、そのさま。親孝行。２ 親に対するのと同じように、人を大切に扱うこと。
硬膏,こうこう,常温では固形で、加温軟化して皮膚に粘着させて用いる外用剤。
航行,こうこう,船舶や航空機が航路を行くこと。
香香,こうこう,漬物。香の物。こうこ。
煌煌,こうこう,きらきらと輝くさま。明るく照るさま。
咬合,こうごう,上の歯と下の歯とのかみ合わせ。
公告,こうこく,国または公共団体が、ある事項を広く一般に知らせること。官報・新聞への掲載や掲示など文書によるものをいう。
広告,こうこく,１ 広く世間一般に告げ知らせること。２ 商業上の目的で、商品やサービス、事業などの情報を積極的に世間に広く宣伝すること。また、そのための文書や放送など。
恍惚,こうこつ,１ 物事に心を奪われてうっとりするさま。２ 意識がはっきりしないさま。３ 老人の、病的に頭がぼんやりしているさま。有吉佐和子著「恍惚の人」（昭和47年）により流行した。
考査,こうさ,１ いろいろ考えて調べること。２ 学校で、生徒の学業成績を調べるための試験。３ 「日銀考査」の略。
高座,こうざ,１ 寄席などで、芸人が芸を演じるための一段高い所。劇場の舞台に相当する。２ 天皇や将軍が、謁見などのときにすわる座席。３ 主賓・年長者などのために設けた高い位置の座席。上座。４ 寺院で、僧が説法などをするときにすわる一段高い席。
交際,こうさい,人と人とが互いに付き合うこと。まじわり。
光彩,こうさい,１ 鮮やかな光。２ すぐれていてよく目立つこと。３ 繁栄すること。
功罪,こうざい,功績と罪過。よい点と悪い点。
構材,こうざい,家屋などの建造物の骨組みをなしている個々の材。小屋組み部材。
鋼材,こうざい,建築・機械などの材料としてそのまま利用できるように加工された鋼鉄。
交錯,こうさく,１ いくつかのものが入りまじること。２ 星新一のショートショート作品。ありふれた手法に収録。
工作,こうさく,１ 簡単な器物を作ること。また、それを学ぶ学科。２ 土木・建築・製造などの工事や作業。３ ある目的を達するために、前もって他に働きかけたり、計画をめぐらしたりして下準備すること。
耕作,こうさく,田畑を耕して穀物・野菜などを栽培すること。
考察,こうさつ,物事を明らかにするために、よく調べて考えをめぐらすこと。
公算,こうさん,ある事の起こる確実性の度合い。実現する見込み。
降参,こうさん,１ 戦いに負けて服従すること。２ 手に負えずに投げ出すこと。まいること。
公私,こうし,１ 公に関することと私に関すること。こうし。２ 朝廷と民間。朝野。３ 表向きと内輪。
行使,こうし,権利・権力、また非常手段を実際に使うこと。
講師,こうし,１ 講演や講義をする人。２ 大学・高等専門学校で、教授・准教授に準じる職務に従事する者。専任で常勤の者と、非常勤の者とがある。３ 小・中・高校で、非常勤で教諭の職務を助ける者。４ 専門学校・予備校・塾などで、講座を受け持つ人。
好餌,こうじ,１ よいえさ。人を誘惑するのに都合のよい手段や材料。香餌(こうじ)。２ 欲望の犠牲などになりやすいもの。格好のえじき。
工事,こうじ,土木・建築などの実際の作業。
公式,こうしき,１ おおやけに定められた形式。また、公的な手続きを踏んで物事を行うこと。２ 数や式の間に成り立つ関係を、数学上の記号を用いて表示した式。
硬質,こうしつ,質がかたいこと。また、かたい性質。
口実,こうじつ,１ 言い逃れや言いがかりの材料。また、その言葉。２ 日ごろよく口にする言葉。言いぐさ。
好日,こうじつ,よい日。好ましい日。晴れて気持ちのよい日や平穏な日。
後者,こうしゃ,１ 二つ挙げたうちのあとのもの。２ あとに続く者。後世の人。
巧者,こうしゃ,手慣れていてたくみなこと。また、そういう人や、そのさま。
降車,こうしゃ,電車や自動車などから降りること。下車。
好手,こうしゅ,１ みごとな技。また、その技を持つ人。２ 囲碁・将棋で、うまい手。また一般に、うまい方法。
巧手,こうしゅ,技芸などの、技のたくみなこと。また、その人。巧者。
攻守,こうしゅ,せめることとまもること。攻撃と守備。
講衆,こうしゅ,１ 講の仲間の人々。２ 講会(こうえ)に出席して説教を聞く人々。
公衆,こうしゅう,１ 社会一般の人々。２ 社会学で、伝統や文化を共有し、共通の識見をもち、公共的なものに関心をもつ不特定多数の人々。
口臭,こうしゅう,口から出るいやなにおい。
講習,こうしゅう,１ 人を集めて、一定期間学問・技芸などを教え指導すること。２ 「講習会」の略。
口述,こうじゅつ,口頭で述べること。
孝順,こうじゅん,親に孝行を尽くし、その意に逆らわないこと。父母によくしたがうこと。また、そのさま。
公助,こうじょ,公的機関が援助すること。特に、個人や地域社会では解決できない問題について、国や自治体が支援を行うこと。
公序,こうじょ,１ 人々が守るべき社会の秩序。公の秩序。２ 外国法が準拠法として決定され、適用された結果、その外国法の適用が公の秩序に反する場合、その外国法は適用されないとする国際私法上の法則。法の適用に関する通則法四二条に規定され、民法上の公序良俗とは異なる。公序則、公序条項ともいう。
控除,こうじょ,金銭・数量などを差し引くこと。
交渉,こうしょう,１ 特定の問題について相手と話し合うこと。掛け合うこと。２ 交際や接触によって生じる関係。かかわり合い。関係。３ 星新一のショートショート作品。これからの出来事に収録。
公称,こうしょう,１ 一般に発表されていること。表向きにいわれていること。２ おおやけの名称。
考証,こうしょう,古い文献や物品などを調べ、それを証拠として昔の物事を説明したり解釈したりすること。
高尚,こうしょう,学問・技芸・言行などの程度が高く上品なこと。けだかくてりっぱなこと。また、そのさま。
交情,こうじょう,１ 交際している相手に対する親しみの情。友人としての親しみ。交誼(こうぎ)。２ 男女が情をかわすこと。
厚情,こうじょう,厚いなさけ。心からの深い思いやりの気持ち。
口上,こうじょう,１ 口頭で申し述べること。また、その内容。２ 口のきき方。ものいい。３ 歌舞伎などの興行物で、出演者または劇場の代表者が、観客に対して舞台から述べるあいさつ。初舞台・襲名披露・追善興行などのときに行われる。
向上,こうじょう,１ よりよい方向、すぐれた状態に向かうこと。進歩。２ 最上。最高。３ 仏語。絶対平等の境地。また、それに向かって進むこと。４ 星新一のショートショート作品。地球から来た男に収録。
工場,こうじょう,一定の機械・器具を設備し、継続的に物品の製造や加工などを行う所。また、その建物。
恒常,こうじょう,一定していて変わらないこと。また、そのさま。
公職,こうしょく,公務員・議員など、公的性格をもつ職の総称。
好色,こうしょく,１ 色事の好きなこと。また、そのさま。色好み。２ 美しい容色。また、美人。３ 色好みの女。
後進,こうしん,１ 学問・技芸など、先人のたどった道をあとから進むこと。また、その人。後輩。２ 車や船などが後ろへ動くこと。後退。
交信,こうしん,通信し合うこと。
更新,こうしん,１ 新しいものにあらためること。また、あらたまること。２ 賃貸借などの法律関係が満期によって消滅しようとするとき、当事者の約定によって、または法の定めるところに従って同一の法律関係がさらに継続されること。３ 林業で、生長した木を伐採し新たに造林すること。
行進,こうしん,多くの人が隊列を組んで進むこと。
幸甚,こうじん,この上もない幸せ。大変ありがたいこと。また、そのさま。
構図,こうず,１ 絵画・写真などで仕上がりの効果を配慮した画面の構成。コンポジション。２ 構成された図形。３ 物事を全体的にとらえたときのすがた・かたち。
香水,こうすい,１ 香りのよい水。２ 化粧品の一。種々の香料をアルコール類に溶かした液体。からだや衣類などにつける。
洪水,こうずい,１ 大雨や雪解け水などによって、河川の水量が著しく増加すること。また、その水が堤防から氾濫(はんらん)し、流出すること。２ 物があふれるほどたくさんあること。
後世,こうせい,１ 自分たちの生きている時代のあとに来る時代。のちの世。２ のちの世の人。子孫。
公正,こうせい,公平で偏っていないこと。また、そのさま。
厚生,こうせい,人々の生活を健康で豊かなものにすること。
攻勢,こうせい,敵に対し積極的に攻撃をしかけること。また、その態勢。
更正,こうせい,改めて正しくすること。まちがいを直すこと。
校正,こうせい,１ 文字・文章を比べ合わせ、誤りを正すこと。校合(きょうごう)。２ 印刷物の仮刷りと原稿を照合し、誤植や体裁の誤りを正すこと。３ 測定器が示す値と真の値の関係を求め、目盛の補正などを行うこと。国家標準で定められた標準器や、あらかじめ物理的量や化学的な純度などがわかっている標準試料を用いて校正する。較正。検定。キャリブレーション。
構成,こうせい,１ いくつかの要素を一つのまとまりのあるものに組み立てること。また、組み立てたもの。２ 文芸・音楽・造形芸術などで、表現上の諸要素を独自の手法で組み立てて作品にすること。
功績,こうせき,あることを成し遂げた手柄。すぐれた働きや成果。
巧拙,こうせつ,たくみなことと、つたないこと。じょうずとへた。
降雪,こうせつ,雪が降ること。また、降り積もった雪。
交戦,こうせん,戦いをまじえること。互いに戦うこと。
光線,こうせん,光のエネルギーが流れる道筋を示す線。また一般に、光。
公選,こうせん,知事や議員など国・地方公共団体の公職につく者を、一般有権者の投票によって選挙すること。民選。
攻戦,こうせん,攻め戦うこと。また、その戦い。
公然,こうぜん,１ 世間一般に知れ渡っているさま。また、他人に隠さずおおっぴらにするさま。２ 不特定または多数の人が知ることのできる状態にあるさま。法律上でいう。３ 隠しだてをせずに、おおっぴらに行動するさま。
昂然,こうぜん,意気の盛んなさま。自信に満ちて誇らしげなさま。
控訴,こうそ,上訴の一。第一審判決に不服のある場合に上級裁判所に再審査を求めること。
広壮,こうそう,建物などが、広大で、りっぱなこと。また、そのさま。
抗争,こうそう,互いに張り合い、争うこと。
構想,こうそう,１ これからしようとする事柄について考えを組み立てること。また、組み立てた考えの内容。２ 特に芸術作品を作る際に、その主題・内容・構成など全体にわたって組み立てられた考えの内容。
高層,こうそう,１ 空の高い所。２ いく層も高く重なっていること。また、階を重ねた高い建物。
高燥,こうそう,土地が高く湿気が少ないこと。また、そのさま。
構造,こうぞう,１ 一つのものを作り上げている部分部分の材料の組み合わせ方。また、そのようにして組み合わせてできたもの。仕組み。２ 物事を成り立たせている各要素の機能的な関連。また、そのようにして成り立っているものの全体。３ ある集合で、演算または二点の遠近関係の規定などの数学的性質が与えられるとき、この集合の要素間の関係。数学的構造。
拘束,こうそく,１ 思想・行動などの自由を制限すること。２ 犯人や被告などの行動・自由を制限すること。
高速,こうそく,１ 速度の速いこと。高速度。２ 「高速道路」の略。
後続,こうぞく,あとに続くこと。また、そのもの。
公団,こうだん,公共的事業を推進するために、政府の全額出資または政府と地方公共団体との共同出資などによって設立された特殊法人。
拘置,こうち,１ 人を捕らえて一定の場所に留め置くこと。２ 刑の言渡しを受けた者を刑事施設に収容し身柄を拘禁すること。３ 被疑者・被告人を刑事施設に拘禁する「勾留」の俗称。
狡知,こうち,ずる賢い知恵。悪知恵。奸知(かんち)。
降着,こうちゃく,１ 航空機が地上または水上に降りること。２ 競馬で、レース中に他の馬の進路を妨害するなどした馬について、ペナルティーとして実際の入線順位より下の着順とすること。３ 宇宙空間で高密度の中心天体に向かって、周囲を回転しているガスや塵などが重力によって引き寄せられ、徐々に降り積もること。アクリーション。
膠着,こうちゃく,１ 粘りつくこと。しっかりくっついて離れないこと。２ ある状態が固定して、ほとんど動きがなくなること。
公聴,こうちょう,広く一般の意見・提案を求めること。
好調,こうちょう,物事の調子・ぐあいなどがよいこと。物事が思いどおりにうまくいくこと。また、そのさま。
広聴,こうちょう,行政機関などが、広く一般の人の意見や要望などを聞くこと。
硬直,こうちょく,１ かたくぴんと張っていること。こわばっていること。また、そのさま。２ 筋肉が持続的に収縮し、かたくなること。また、その状態。３ 正直で誠実なこと。また、そのさま。
工賃,こうちん,物を製作・加工する労力に対する手間賃。工料。
交通,こうつう,１ 人・乗り物などが行き来すること。通行。２ 運輸機関・通信機関により、人・物資などの輸送・移動をすること。３ 人と人とのつきあい。意思の伝達。
公邸,こうてい,公的機関が特定の高級公務員のために設けた公務用の邸宅。
工程,こうてい,仕事や作業を進めていく順序・段階。また、その進みぐあい。
更訂,こうてい,文章の内容や表現などを、改めただすこと。改訂。
校訂,こうてい,書物の本文を、異本と照合したり語学的に検討したりして、よりよい形に訂正すること。
肯定,こうてい,１ そのとおりであると認めること。また、積極的に意義を認めること。２ 論理学で、ある命題の主語と述語の関係が成立すること。また、その関係を承認すること。
行程,こうてい,１ 目的地へ行くまでの距離。道のり。２ （比喩的に）ある目標に達するまでの過程。里程。道程。３ 旅行などの日程。４ ピストンなどの往復する距離。ストローク。
高低,こうてい,１ 高いことと低いこと。たかひく。２ 価値・程度などが高くなったり低くなったりすること。あがりさがり。
拘泥,こうでい,こだわること。必要以上に気にすること。
公的,こうてき,おおやけであるさま。公共のことにかかわっているさま。
更迭,こうてつ,ある地位・役目にある人を他の人と代えること。
後転,こうてん,器械・マット運動で、後方に回転する運動。後方回転。
公転,こうてん,天体が他の天体の周囲を周期的にまわること。
好転,こうてん,状況がよい方へ向かうこと。
高度,こうど,１ 高さの度合い。海水面からの高さ。２ 天体が地平線からどれだけ上に見えるかを示す角度。天頂距離の余角。高度角。３ 程度の高いこと。また、そのさま。
口頭,こうとう,文書でなく、直接、口で述べること。
荒唐,こうとう,言うことに根拠がなく、とりとめのないこと。また、そのさま。
高等,こうとう,１ 程度・等級・品位などが高いこと。また、そのさま。高級。２ 同種のものの中で、進化の度合いが高いこと。また、そのさま。
高騰,こうとう,物価などがひどく上がること。騰貴。
公道,こうどう,１ 正しい道。おおやけの道理。２ 公衆の通行の用に供するために設けられている道路。国道・都道府県道・市町村道など。
行動,こうどう,１ あることを目的として、実際に何かをすること。行い。２ 心理学で、外部から観察可能な人間や動物の反応をいう。
講堂,こうどう,１ 学校・官庁・会社などで、儀式を行ったり講演や講義などを行ったりする建物または広間。２ 寺院の建物の一。経典の講義や説教をする堂。ふつう金堂の後ろに建てられる。
購読,こうどく,書籍・新聞・雑誌などを買って読むこと。
購入,こうにゅう,買うこと。買い入れること。
後任,こうにん,前の人に代わって任務に就くこと。また、その人。
公認,こうにん,おおやけに認めること。国家・団体・政党などが正式に認めること。
光熱,こうねつ,光と熱。あかりと燃料。
高熱,こうねつ,１ 高い熱。高温。２ 高い体温。また、異常な発熱。
効能,こうのう,よい結果をもたらすはたらき。ききめ。
硬派,こうは,１ 強硬な主張・主義を持ち、激しい行動に出ようとする一派。強硬派。２ 女性との交際やおしゃれなどを軟弱なこととして意識的に避け、腕力や男らしさなどを誇示する者。多く青少年についていう。３ 新聞で、政治面や経済面を担当する記者。４ 株式や商品市場で、相場が先行上昇すると見て買いに出るグループ。強気筋。
後輩,こうはい,１ 年齢・地位・経験や学問・技芸などで、自分より下の人。後進。２ 同じ学校・職場などで、あとから入ってきた人。
交配,こうはい,生物の雌雄を人為的に受精または受粉させること。
荒廃,こうはい,１ 建物や土地などが荒れはてること。２ 荒れすさむこと。
公売,こうばい,法律の規定に基づき、公の機関によって強制的に行われる売買。
勾配,こうばい,１ 水平面に対する傾きの度合い。傾斜。また、斜面。２ 数学で、直線の方向を示す数。直線がx軸の正の方向となす角の正接で表される。傾き。方向係数。３ 物理学で、速度・圧力など物理量の大きさが位置によって変化するときの変化率。ベクトル量で表される。勾配ベクトル。グラジエント。
購買,こうばい,買うこと。買い入れること。
紅白,こうはく,１ 紅色と白色。赤と白。２ 対抗試合などでの、伝統的な二組の組分け。赤組と白組。
後発,こうはつ,１ あとから遅れて出発すること。２ あとから開発すること。
広範,こうはん,広く行きわたるさま。力や勢いの及ぶ範囲が広いさま。
交番,こうばん,１ 交替で番に当たること。また、役割・位置などが入れ替わること。２ 警察署の下部機構で、町の要所に設けられた警察官の詰め所。平成6年（1994）の警察法改正で派出所の正式名称となる。交番所。ポリスボックス。PB。３ 電流などが、大きさと方向を、周期的に規則正しく変えること。
工費,こうひ,工事の費用。
高卑,こうひ,１ 高いことと低いこと。高低。２ 尊いことといやしいこと。貴賤。
後尾,こうび,列などのうしろの方。
公表,こうひょう,広く世間に発表すること。
好評,こうひょう,評判のよいこと。また、そのさま。
交付,こうふ,役所や機関などが、一定の手続きをふんだ人に金銭を供与したり書類などを発行したりすること。
後部,こうぶ,うしろの部分。また、うしろの方。
幸福,こうふく,満ち足りていること。不平や不満がなく、たのしいこと。また、そのさま。しあわせ。
降伏,こうふく,戦いに負けたことを認めて、相手に従うこと。降参。
好物,こうぶつ,１ 好きな飲み物や食べ物。２ 好きな物事。３ 病人によい食べ物。
興奮,こうふん,１ 感情が高ぶること。２ 生体またはその器官・組織が、内外の刺激に反応して、休止状態から急速に活動状態になること。特に、神経細胞や筋線維が活動電位を生じること。３ 気分が病的に高揚した状態。カフェイン・アルコールの急性中毒や躁病(そうびょう)の患者などに認められる。
口吻,こうふん,１ くちさき。くちもと。２ （その人の内心がそれとなくわかるような）話しぶり。くちぶり。
公文,こうぶん,１ 律令時代の公文書(こうぶんしょ)の総称。諸国から中央政府に出した大計帳・正税帳・朝集帳・調庸帳を特に四度(しど)の公文という。２ 中世、荘園の文書の取り扱い、年貢の徴収などをつかさどった荘官。公文職。３ 中世、幕府の訴訟機関で、記録を担当した役。４ 中世、禅宗官寺の五山・十刹(じっせつ)・諸山の住持を任命する幕府の辞令。
公平,こうへい,すべてのものを同じように扱うこと。判断や処理などが、かたよっていないこと。また、そのさま。
後編,こうへん,書物・映画などで、2編または3編に分かれたものの最後の編。
抗弁,こうべん,１ 相手の主張に対して、自己の立場を堅持して反論すること。２ 民事訴訟で、被告が相手方の申し立てや主張を排斥するために、別個の事項を主張すること。３ 債務者が、相手方の請求権の行使を拒否し、その延期を要求すること。
候補,こうほ,ある地位や資格などを得るのにふさわしいと、他から認められている人。また、ある選択の対象としてあげられている人や物。
公募,こうぼ,１ 広く一般から募集すること。２ 広く不特定多数の投資家を対象に、新株または公社債を募集すること。
公報,こうほう,１ 官庁が一般国民に発表する公式の報告。２ 地方公共団体が官報に準じて発行する文書。３ ある官庁が他の官庁に対して発行する報告文書。
広報,こうほう,官公庁・企業・各種団体などが、施策や業務内容などを広く一般の人に知らせること。また、その知らせ。
高峰,こうほう,高くそびえている峰。ある一群の中でひときわすぐれているものの意にも用いる。
興亡,こうぼう,おこることとほろびること。興廃。
工房,こうぼう,画家・彫刻家・工芸家などの仕事場。アトリエ。
攻防,こうぼう,せめることとふせぐこと。攻撃と防御。
公僕,こうぼく,広く公衆に奉仕する者。公務員のこと。
口沫,こうまつ,激しい調子でものを言うとき、口角(こうかく)から飛ばすあわ。
高慢,こうまん,自分の才能・容貌(ようぼう)などが人よりすぐれていると思い上がって、人を見下すこと。また、そのさま。
巧妙,こうみょう,非常に巧みであること。また、そのさま。
公民,こうみん,１ 国政や地方公共団体の公務に参加する権利と義務を持つ者。市民。２ 公務員と民間。３ 律令制で、口分田(くぶんでん)を受け、戸籍に登録され、租税を納める人民。良民。４ 中学校社会科の一分野。公民的分野。また、「公民科」の略。
