name,reading,meaning
前車,ぜんしゃ,１ 前方を進む車。２ 前にそこを通った車。
全射,ぜんしゃ,数学で、集合A・Bにおいて、Bのどの要素に対してもAの要素が対応する写像。
全社,ぜんしゃ,１ 会社の全体。２ すべての会社。
前週,ぜんしゅう,その週の前の週。
全州,ぜんしゅう,１ その州の全体。２ すべての州。
全集,ぜんしゅう,１ ある人物の著作をすべて集めて編集した書物。２ 同種類・同時代などの基準で、作品を広く集めて編集した書物。
前出,ぜんしゅつ,文章で、それより前に示してあること。また、そのもの。前掲。
前述,ぜんじゅつ,前に述べたこと。既述。先述。
善処,ぜんしょ,１ 適切に処置すること。２ 仏語。来世に生まれるべきよい場所。人界・天上・諸仏の浄土など。
全書,ぜんしょ,ある事柄に関する著述・文献などをすべて集めた書物。
全勝,ぜんしょう,すべての試合・勝負に勝つこと。
全焼,ぜんしょう,火事で、建物などが全部焼けてしまうこと。まるやけ。→半焼
全称,ぜんしょう,論理学で、判断において主語の外延全体に論及すること。
全章,ぜんしょう,１ その章の全体。２ ある作品などのすべての章。
前職,ぜんしょく,１ 以前に従事していた職業・職務。２ 以前にその職にあった人。前任者。
前身,ぜんしん,１ その人の以前の身分・職業。また、団体・組織などの、現在のようになる前の形。２ この世に生まれ出る前の身。前世の身。
前進,ぜんしん,１ 前へ進むこと。２ 物事がよいほうへ動くこと。
漸進,ぜんしん,１ 順を追ってだんだんに進むこと。２ 少しずつ進歩すること。
全身,ぜんしん,からだ全体。からだ中。総身(そうみ)。
前人,ぜんじん,これまでの人。昔の人。先人。
全人,ぜんじん,知識・感情・意志の調和のとれた人。
全数,ぜんすう,数量の全体。すべてのかず。
前世,ぜんせ,この世に生まれ出る以前の世。さきの世。
全盛,ぜんせい,１ 人気や勢力などが最も盛んな状態にあること。２ 遊女などに客が多くついて繁盛すること。３ はぶりのよいこと。また、そのように振る舞うこと。
前節,ぜんせつ,１ 文章や音楽などの区切りの前の部分。前段。２ 日数や期間を二つに区切った前のほう。前期。
前線,ぜんせん,１ 戦場で敵に直接向かい合っている所。戦闘の第一線。２ 仕事や運動などの第一線。３ 異なった気団の境界面と地表との交線。これを境にして気温・気圧・風向・風速などが急に変わり、悪天候を伴うことが多い。その運動によって温暖前線・寒冷前線・停滞前線などに分ける。不連続線。４ 異なった二つの海流または水塊が接触する場所。５ サッカーで、ピッチの中盤よりも相手のゴールに近い部分。
善戦,ぜんせん,力を尽くしてよく戦い抜くこと。多く、力の弱いほう、負けたほうの戦いぶりにいう。
全線,ぜんせん,１ 鉄道・バスなどの、その路線の全体。２ 戦線の全体。
全然,ぜんぜん,１ （あとに打消しの語や否定的な表現を伴って）まるで。少しも。２ 残りなく。すっかり。３ （俗な言い方）非常に。とても。３ 余すところのないさま。まったくそうであるさま。
前奏,ぜんそう,１ 楽曲の初めに置かれた導入部分。歌曲で、歌の始まる前に伴奏楽器で奏される部分など。２ 事件や物事の起こる前ぶれ。
漸増,ぜんぞう,だんだんに増えること。
喘息,ぜんそく,１ あえぐこと。息のせくこと。２ 息を吐き出すのが困難で、喘鳴を伴う発作性の呼吸困難を主とした症候群。アレルギーなどによる気管支喘息のほか、心臓病のある人に起こる心臓喘息や、尿毒症のときに起こるもの、神経性のものなどがある。
全損,ぜんそん,１ 全面的に損失となること。まるぞん。２ 損害保険で、保険の目的物の全部が滅失した場合などの損害。保険金額の全額が塡補 (てんぽ) される。３ 地震保険の損害区分の一つ。居住用建物の主要構造部（壁・柱・床・梁 (はり) ・屋根・階段）の損害額がその建物の時価の50パーセント以上、または、焼失もしくは流失した部分の床面積が延べ床面積の70パーセント以上となった場合、および、生活用動産（家財）の損害額が家財全体の時価の80パーセント以上となった場合をいう。保険金額の全額が支払われる。
全村,ぜんそん,１ その村全体。２ すべての村。
全体,ぜんたい,１ からだのすべての部分。全身。２ あるひとまとまりの物事のすべての部分。３ もともと。もとより。４ （あとに疑問を表す語を伴って）いったい。いったいぜんたい。
全隊,ぜんたい,１ その隊の全体。２ すべての隊。
善玉,ぜんだま,１ 善人のこと。江戸時代、草双紙などの挿し絵で、円の中に「善」の字を書いて顔とし、善人を表したのに基づく。２ 芝居や映画で善人の役。
全治,ぜんち,病気やけがなどが完全に治ること。ぜんじ。
全知,ぜんち,すべてを見きわめる知恵。完全な知恵。
前兆,ぜんちょう,何かが起こる前に現れるしるし。まえぶれ。きざし。
全町,ぜんちょう,１ その町全体。２ すべての町。
全長,ぜんちょう,その物の全体の長さ。
全通,ぜんつう,路線の全部が開通すること。
前提,ぜんてい,１ ある物事が成り立つための、前置きとなる条件。２ 論理学で、推論において結論が導き出される根拠となる判断。
前転,ぜんてん,体操で、からだを前方に回転すること。
全店,ぜんてん,１ その店全体。２ すべての店。
前途,ぜんと,１ 行く先。また、そこから目的地までの道のり。２ 将来。
全都,ぜんと,１ みやこ全体。２ 東京都全体。
全土,ぜんど,１ 国土全体。２ その地域全体。
全島,ぜんとう,１ その島全体。２ その列島・群島などの、すべての島。
善道,ぜんどう,１ 正しい道。徳義にかなった道。２ 仏語。現世でよい行いをした人が死後におもむく世界。また、その生存のあり方。人・天・阿修羅の三つがある。
善徳,ぜんとく,１ 道徳に合った、よい行い。２ 仏語。善行によって得る功徳 (くどく) 。
前任,ぜんにん,以前にその任務に就いていたこと。また、その人。先任。
善人,ぜんにん,１ 善良な人。行いの正しい人。２ お人よし。だまされやすい人。
前年,ぜんねん,前の年。また、過ぎ去った年。先年。
前納,ぜんのう,前もって納めること。期限の前に納めること。
全納,ぜんのう,納めるべきものをすべて納めること。
全能,ぜんのう,どんなことでもできること。完全無欠な能力。
全廃,ぜんぱい,すべてやめること。全部廃止すること。
全敗,ぜんぱい,戦った試合などのすべてに負けること。
全判,ぜんばん,枚葉(まいよう)印刷用紙の原紙標準寸法のもので、断裁されていない大きさのもの。
全般,ぜんぱん,物事の全体。総体。
前非,ぜんぴ,以前に犯した過ち。昔の悪事。先非。
善否,ぜんぴ,よいことと、よくないこと。よしあし。
前便,ぜんびん,前回の便り。先便。⇔後便。
前部,ぜんぶ,前の部分。また、前の方。
全部,ぜんぶ,１ ある物事のすべて。みな。全体。２ 一そろいになる書物の、すべて。全冊。
前文,ぜんぶん,１ 前の方に書いた文。２ 手紙の冒頭に書く、時候のあいさつや安否のうかがいなどの文。３ 法令の条項の前に置かれている文章で、制定の趣旨や基本原則などを記すもの。まえがき。
全文,ぜんぶん,文章の全体。
全編,ぜんぺん,詩文や書物、また映画などの、一つの作品の全体。
全貌,ぜんぼう,全体の姿。物事の全体のありさま。
発条,ぜんまい,弾力性に富んだ帯状などの鋼を、渦巻き状に巻いたばね。
全滅,ぜんめつ,残らず滅びること。また、残らず滅ぼすこと。
前面,ぜんめん,１ 前の方。表の方。２ 性質の異なる二つの気団の境界面。転移層とよばれる厚さ1～2キロの混合気塊からなる。不連続面。
全面,ぜんめん,１ 一つの面の全体。新聞紙面などの1ページの全体。２ すべての面。また、すべての方面。ある物事の全体。
全盲,ぜんもう,視力がまったくないこと。両眼とも失明の状態。また、その人。
前夜,ぜんや,１ 前の晩。昨夜。２ ある特定の日の前の晩。また、大事件などの起こる直前。
全訳,ぜんやく,原文を省略することなく全部翻訳すること。また、その訳。
前葉,ぜんよう,１ ひとつづりのものの、前の紙面。前のページ。２ 脳下垂体の前部。
全容,ぜんよう,全体の姿・形。また、内容のすべて。全貌(ぜんぼう)。
全裸,ぜんら,何も身につけていないこと。まるはだか。すっぱだか。
前略,ぜんりゃく,１ 文章の前の部分を省略すること。２ 手紙文で、冒頭の時候のあいさつなどを省くという意で用いる語。冠省 (かんしょう) 。
善良,ぜんりょう,性質のよいこと。性質がおだやかですなおなこと。また、そのさま。
全量,ぜんりょう,全体の重量。全体の容積。
全力,ぜんりょく,もっている限りの力。ありったけの力。
前歴,ぜんれき,今までの経歴。
膳椀,ぜんわん,膳と椀。また、食器類の総称。
税印,ぜいいん,印紙税の納税義務者が印紙をはりつける代わりに印紙税相当額を現金納付した場合に、納税済みであることを証するために証書・帳簿に押される印。
税関,ぜいかん,開港場・空港・国境などで、貨物の輸出入の許否、関税・トン税などの賦課・徴収、船舶・航空機および旅客の携帯品の取り締まりなどの事務を取り扱う官庁。財務省の地方支分部局。
贅句,ぜいく,むだな文句。不必要な言葉。
贅言,ぜいげん,むだなことを言うこと。また、その言葉。贅語。
贅語,ぜいご,むだな言葉。贅言。
贅婿,ぜいせい,入り婿。
贅説,ぜいせつ,不必要なことを述べること。無益な論説。贅言(ぜいげん)。
税調,ぜいちょう,１ 租税制度に関する基本的事項を調査・審議する内閣府の付属機関。昭和37年（1962）総理府に設置された。税調。政府税調。２ 政党内に設置された税制に関する調査・審議機関。党税調。
贅費,ぜいひ,むだな費用。無益な出費。
贅物,ぜいぶつ,１ 役に立たない余計なもの。むだなもの。２ 贅沢品。
贅文,ぜいぶん,むだな文字や文句。
税吏,ぜいり,税務を扱う官吏。
説林,ぜいりん,多数の学者の説を収録した書。
膳所,ぜぜ,滋賀県大津市の地名。琵琶湖に臨み、近江八景の一つ「粟津の晴嵐」で知られる。義仲寺がある。もと本多氏の城下町。
銭貝,ぜぜがい,キサゴの別名。
絶域,ぜついき,遠く離れた土地。遠い外国。
絶佳,ぜっか,風景がすぐれていて美しいこと。また、そのさま。
絶家,ぜっか,相続人がいなくて、家系が断絶すること。また、断絶したその家。ぜっか。
絶崖,ぜつがい,きりたったようにそびえたつ岸。きりぎし。がけ。
舌癌,ぜつがん,舌にできる癌。合わない義歯・金属冠や虫歯のとがった部分の刺激が誘因となる。
絶険,ぜっけん,非常に険しいこと。
舌剣,ぜっけん,１ 鋭い言葉を剣にたとえていう語。２ 害意のある言葉を剣にたとえていう語。
舌口,ぜっこう,１ 舌と口。２ 口先。くちまえ。
舌骨,ぜっこつ,舌の基底にあるU字形の骨。
絶勝,ぜっしょう,非常にすぐれていること。特に、景色・地勢がきわめてよいこと。
舌状,ぜつじょう,舌のかたち。舌のような形状。
絶塵,ぜつじん,１ 俗世間から離れること。絶俗。２ ちりもたたないほど、速く走ること。転じて、徳行・人格がずばぬけてすぐれていること。
舌尖,ぜっせん,１ 舌の先。２ 口先。弁舌。
舌苔,ぜったい,舌の粘膜の上面に生じるコケ状の付着物。
舌代,ぜつだい,１ 「申し上げます」の意で、あいさつや値段表などの初めに書く語。口上書き。しただい。２ 口頭で伝える代わりに書いた、短いあいさつ。
舌端,ぜったん,１ 舌の先。舌頭。２ 口先の言葉。弁舌。舌頭。
絶巓,ぜってん,山の絶頂。いただき。
絶島,ぜっとう,遠く離れた島。はなれじま。
舌頭,ぜっとう,１ 舌の先。舌端。２ 言葉。弁舌。
絶美,ぜつび,この上もなく美しいこと。また、そのさま。
舌癖,ぜつへき,舌を常に歯に押し付けているなど、舌に関連する癖。指しゃぶり、鼻の病気による口呼吸などが原因で起こると考えられている。この癖により歯並びが悪くなったり発音に影響が出たりする。弄舌(ろうぜつ)癖。
銭葵,ぜにあおい,アオイ科の越年草。高さ60～90センチ。葉は円形で長い柄をもち、互生する。初夏、赤紫色の5弁花を開く。ヨーロッパの原産で、日本には元禄以前に渡来。錦葵(きんき)。小葵(こあおい)。
銭形,ぜにがた,１ 銭のかたち。２ 銭のかたちに切り抜いて神前に供える紙。紙銭。３ 銭の鋳型。
銭亀,ぜにがめ,イシガメの子のこと。クサガメの子をいうこともある。
銭轡,ぜにぐつわ,金銭を与えて人を自分の意に従わせること。また、口止め料。
銭蔵,ぜにぐら,銭を貯えておく蔵。
銭筒,ぜにづつ,銭を入れる筒。普通は竹筒。
銭箱,ぜにばこ,銭を入れておく箱。施錠の仕掛けや鋲(びょう)打ちをして頑丈な作りになっている。
銭虫,ぜにむし,１ 田虫(たむし)の別名。２ ヤスデの別名。
前胃,ぜんい,鳥類の胃の一部。砂嚢(さのう)より前にあり、消化腺に富む。腺胃(せんい)。
禅位,ぜんい,天子が位を譲ること。譲位。
前因,ぜんいん,前世の因縁。
禅院,ぜんいん,禅宗の寺院。禅寺。禅林。
染衣,ぜんえ,墨染めの僧衣。法衣。
禅衣,ぜんえ,禅僧の着る衣服。ぜんい。
前衛,ぜんえい,１ 軍隊の前方にあり、偵察・警戒などの任にあたる部隊。２ バレーボール・テニスのダブルスなどで、自陣の前方に位置して攻撃・守備にあたる者。３ 階級闘争において最も革命的・先進的な役割を果たす集団。４ 芸術活動で、既成の概念や形式にとらわれず、先駆的・実験的な表現を試みること。また、その集団。
前縁,ぜんえん,１ 前世の因縁。２ 前の方の縁(ふち)。３ 航空機の翼の、気流に対して風上側の縁。
全円,ぜんえん,１ 円の全体。２ 完全で、欠けるところがないこと。
全縁,ぜんえん,葉の縁が滑らかで、ぎざぎざのないこと。全辺。
全欧,ぜんおう,ヨーロッパ全体。全ヨーロッパ。
全音,ぜんおん,半音二つからなる音程。長2度に相当する。
全家,ぜんか,１ 家族全部。家内中。２ すべての家。一門すべて。
全課,ぜんか,１ すべての課。また、その課全体。２ すべての課目。
禅家,ぜんか,禅宗。禅宗の寺。また、その僧侶。
禅画,ぜんが,禅宗の教義や精神を表現した絵画。白隠慧鶴(はくいんえかく)の作品などが知られる。
全角,ぜんかく,和文の活字・込め物で、正方形の活字1字分の大きさ。
禅客,ぜんかく,１ 禅の修行僧。２ 禅寺で、住持の説法に際し、住持と問答をする役目の僧。問禅。
前額,ぜんがく,ひたい。おでこ。
禅学,ぜんがく,禅によって真理を悟る学問。禅宗の教義を研究する学問。
全割,ぜんかつ,動物の受精卵の卵割が卵全体にわたる形式のもの。等黄卵や端黄卵でみられ、割球の大きさがほぼ等しい等割と不均等な不等割とがある。
全粥,ぜんがゆ,米1、水5の割合（容量比）で炊いた固めのかゆ。
全機,ぜんき,１ 全部の機械、また飛行機。２ 仏語。物の働きや機能のすべて。生活全体のこと。
禅機,ぜんき,禅における無我の境地から出る働き。禅僧が修行者などに対するときの、独特の鋭い言葉または動作。
禅鞠,ぜんきく,座禅のときに用いる、毛で作ったまり。眠る者に投げつけたり、また頭の上にのせて眠りを防いだりしたともいう。
前脚,ぜんきゃく,１ 前にあるあし。まえあし。２ 陸上機の降着装置の一部で、機首付近に取り付けられた緩衝支柱と車輪。
全球,ぜんきゅう,地球全体。全世界。
全局,ぜんきょく,１ 全体の成り行き・局面。２ 囲碁や将棋などで、対局の全部。３ ある局の全体。また、局と称する組織のすべて。
前金,ぜんきん,１ 品物を受け取る前に代金を支払うこと。前払いすること。また、その代金。ぜんきん。２ 手付金。内金(うちきん)。まえがね。
前駆,ぜんく,１ 行列などの前方を騎馬で進み、先導すること。また、その人。さきのり。さきばらい。先駆。２ 物事の起こる前ぶれ。
前屈,ぜんくつ,前に曲げること。また、前の方に曲がっていること。
前景,ぜんけい,１ 前方に見える景色。２ 絵や写真などで、主題となる人物や風景の前面に取り入れる景色。また、手前の方にある舞台装置。
前月,ぜんげつ,今月のすぐ前の月。先月。また、ある月の前の月。
前件,ぜんけん,１ 前にあげた箇条。前述の事柄。２ 「もしsがpならば、QはRである」という形式をとる仮言的判断において、「もしsがpならば」の、条件の部分。
前賢,ぜんけん,昔の賢人。前賢。
全県,ぜんけん,１ その県の全体。２ すべての県。
漸減,ぜんげん,しだいに減ること。
全舷,ぜんげん,新聞社の記者などが、部署単位で慰安旅行に行くこと。新聞業界用語。
前古,ぜんこ,昔。
禅語,ぜんご,禅宗独特の言葉・術語。
前港,ぜんこう,１ 大船の接岸できない河港で、河口または海岸にある大船用の港。２ 陸地へ深く入り込んだ港で、外海に近い区域。
前行,ぜんこう,１ 前に進むこと。前進。２ 他に先だって行くこと。また、軍隊の先鋒(せんぽう)。３ 以前の行い。４ 行幸のとき、御前に立って案内する役。
前項,ぜんこう,１ 前の項目。前の箇条。２ 数学で、比a：bにおけるaのこと。
前根,ぜんこん,脊髄のほぼ全長にわたって分節ごとに前面から左右対称に出る脊髄神経の束。遠心性の運動神経からなる。
前妻,ぜんさい,死別・離別した妻。もとの妻。前妻。
前菜,ぜんさい,料理で、正式の献立コースの前に出す軽い料理。西洋料理ではオードブル、ロシア料理ではザクースカ、中国料理では前菜(チェンツァイ)という。日本料理では通し・つき出しなどがこれにあたる。
善哉,ぜんざい,ある、の意で、相手をほめたたえる語。特に、師が弟子に賛成・賞賛などの意を表すときに用いる。よきかな。
禅刹,ぜんさつ,禅宗の寺。禅寺。禅院。
全山,ぜんざん,１ その山全体。２ すべての山。３ 山号を有する寺院全域。
前翅,ぜんし,昆虫の前部の一対の翅(はね)。中胸から生じる。甲虫では上翅ともいう。まえばね。
禅室,ぜんしつ,１ 座禅をする部屋。２ 禅僧の居室。転じて、寺の住持。
全日,ぜんじつ,１ すべての日。毎日。２ まる一日。一日中。終日。
前借,ぜんしゃく,まえがりをすること。
前主,ぜんしゅ,１ 前の君主。先主。２ 前の主人。３ 前の持ち主。
前集,ぜんしゅう,以前に選び集めてつくった詩集・歌集・文集。
全周,ぜんしゅう,一周のすべて。また、すべてを回ること。
禅宗,ぜんしゅう,仏教の一派。もっぱら座禅を修行し、内観・自省によって心性の本源を悟ろうとする宗門。達磨(だるま)が中国に伝え、日本には鎌倉初期に栄西が臨済禅を、次いで道元が曹洞禅を、それぞれ入宋ののち伝えて盛んになった。江戸時代に明の隠元が来朝して黄檗(おうばく)の一派を開き、現在この三派が並び行われている。以心伝心・教外(きょうげ)別伝を重んじ、仏の心をただちに人々の心に伝えるのを旨とするので、仏心宗ともいう。
前書,ぜんしょ,１ 前に書いた文章・書物。２ 前に出した手紙。前便。３ 前に掲げた書物。
善書,ぜんしょ,１ 文字を巧みに書くこと。また、その人。能書。２ よい書物。善本。３ 中国、明・清代に民衆の間に流行した道徳書。儒教・仏教・道教の説く倫理をとりまぜたもので、多くの功過格などがその代表。
前哨,ぜんしょう,軍隊が敵地の近くに停止するとき、警戒のために停止地点の前方に配置する部隊。また、その勤務。
前章,ぜんしょう,前の章。前の箇条。
前檣,ぜんしょう,船の前部にある帆柱。
前条,ぜんじょう,前に記した箇条。
禅杖,ぜんじょう,座禅のとき、眠けを戒めるのに用いる杖。先に柔らかい球がついている。
前信,ぜんしん,前に出した手紙。前便(ぜんびん)。
前審,ぜんしん,裁判所が行う審理の前に、行政機関などが行う審理。
前震,ぜんしん,大地震の数日前からその震源付近で起こる地震。数も例も少ない。
善心,ぜんしん,１ 人の道にかなったよい心。良心に恥じない心。２ 仏語。仏道に入り、精進する心。また、清浄な慈悲の心。
善神,ぜんしん,１ よい神。２ 仏語。正法(しょうぼう)を守る神。
前腎,ぜんじん,脊椎動物の泌尿器系の発生において最初に、最前部に現れる腎臓。円口類では成長後もそのまま働くが、魚類・両生類では幼生期まで機能し、爬虫(はちゅう)類・鳥類・哺乳類では痕跡的に形成されるだけで、中腎または後腎ができる。
前陣,ぜんじん,１ 本陣の前方に配置された陣。先陣。２ まっさきに攻めること。さきがけ。先陣。
善政,ぜんせい,民意にそった、よい政治。
前説,ぜんせつ,１ 以前に唱えた説。２ 前人の説。３ 前に述べられている説。４ 本題に入る前の説明。まえせつ。
禅僧,ぜんそう,１ 禅宗の僧。２ 禅学を修め、座禅をする僧。
全像,ぜんぞう,一つのまとまりとして捉えた物事の姿や形。
前代,ぜんだい,１ 前の時代。先代。２ 当主の前の代。先代。３ 今までに一度も聞いたことがないこと。非常に珍しいこと、程度のはなはだしいことにいう。
膳棚,ぜんだな,膳や椀などの食器をのせる棚。
前端,ぜんたん,まえのはし。
前段,ぜんだん,一つ前の段。前の一区切り。
全段,ぜんだん,すべての段。また、すべての章段・段落。
全中,ぜんちゅう,１ 「全国農業協同組合中央会」（JA全中）の略称。２ 日本中学校体育連盟が主催する、中学生の各種スポーツの全国大会。
蠕虫,ぜんちゅう,ミミズ・ヒルなど、体が細長く、蠕動によって運動する動物の俗称。
前著,ぜんちょ,以前に書いた著書。
前朝,ぜんちょう,前代の朝廷・王朝。先朝。
前陳,ぜんちん,前に述べたこと。前述。
前庭,ぜんてい,１ 家の前にある庭。まえにわ。２ 内耳の骨迷路で、蝸牛殻(かぎゅうかく)と骨三半規管との間に位置する部分。
全摘,ぜんてき,手術で、その器官をすべて取り去ること。全摘。
全的,ぜんてき,すべてがそうであるさま。全体に及ぶさま。全面的。
前轍,ぜんてつ,１ 前に通った車のわだち。２ 前の人の失敗。
禅寺,ぜんでら,禅宗の寺院。禅院。
全天,ぜんてん,空の全体。
全点,ぜんてん,すべての商品・品物。
前殿,ぜんでん,１ 前の方にある殿舎。２ 後宮に対し、政務を行う表向きの殿舎。
前頭,ぜんとう,１ 頭の前部。２ いちばんまえ。先頭。
善導,ぜんどう,よいほうへ教え導くこと。よいみちびき。
全道,ぜんどう,１ その道路の全体。２ すべての道路。３ 北海道全体。
禅堂,ぜんどう,１ 禅を修行するための堂。２ 禅宗で、僧堂のこと。
禅道,ぜんどう,禅の法。また、禅の修行。
蠕動,ぜんどう,１ ミミズなどの虫が身をくねらせてうごめきながら進むこと。また一般に、うごめくこと。２ 筋肉の収縮波が徐々に移行する型の運動。消化管壁が食物を送る運動などにみられる。蠕動運動。
全乳,ぜんにゅう,脱脂乳に対し、しぼったままで脂肪分を抜き取らない牛乳。
前脳,ぜんのう,脊椎動物の個体発生の初期に形成される三つの脳胞のうちの最前部。大脳と間脳になる。
全農,ぜんのう,昭和47年（1972）全購連と全販連とが合併して発足した農業協同組合の全国組織。農家が生産した農畜産物を消費者に供給する販売事業、および農業に必要な肥料・飼料・農業機械などの生産資材や農家の暮らしに必要な日用品・石油・ガスなどの生活資材を仕入れる購入事業を行う。JA全農。
前場,ぜんば,取引所で午前中に行われる売買。またその時間。午前立会。
全波,ぜんぱ,陣屋に張り巡らす幕。
前半,ぜんはん,前後二つに分けた前のほうの半分。
禅板,ぜんばん,座禅のとき、身を寄せかける板。長さ約50センチ、幅約6センチ、厚さ約1センチのもの。倚板(いばん)。
膳番,ぜんばん,膳部の番人。膳部の係。
善美,ぜんび,物事がよく、しかも美しいこと。りっぱで美しいこと。また、そのさま。
前表,ぜんぴょう,１ 前にあげた表。２ 前ぶれ。前兆。
膳部,ぜんぶ,１ 膳にのせて出す料理。食膳。２ 料理を扱う人。料理人。膳夫(ぜんぷ)。
前夫,ぜんぷ,前の夫。先夫。
膳夫,ぜんぷ,料理を扱う人。料理人。膳夫(ぜんぷ)。
全幅,ぜんぷく,１ 紙面・画面などの、はばいっぱい。２ あるだけ全部。あらんかぎり。ありったけ。
前仏,ぜんぶつ,１ 釈迦より前に世に出て教えを説いた仏。迦葉(かしょう)仏など。先仏。２ 釈迦のこと。弥勒菩薩(ぼさつ)を後仏(ごぶつ)というのに対していう。先仏。
全米,ぜんべい,１ 米国全体。２ 南北アメリカ大陸全体。
禅房,ぜんぼう,禅寺の宿坊。禅寺。また、寺院の僧坊。
前方,ぜんぽう,１ まえの方。前面。２ 前部が四角いこと。
善本,ぜんぽん,１ 内容のよい本。また、校訂・注釈などが行き届いている本。２ 書誌学で、本文の系統が古く、保存状態のよい写本や版本。
薇蕨,ぜんまいわらび,ゼンマイの別名。
禅味,ぜんみ,禅の趣。禅の、俗気を離れた味わい。
喘鳴,ぜんめい,ぜいぜい、ひゅうひゅうという呼吸音。上気道に痰(たん)などがひっかかったときや気管支喘息の患者などにみられる。
前門,ぜんもん,前の門。表門。
禅門,ぜんもん,１ 禅宗の法門。禅宗。２ 俗人のままで剃髪(ていはつ)し仏門に入った男子。禅定門(ぜんじょうもん)。入道。
全野,ぜんや,すべての分野。
前約,ぜんやく,以前にした約束。先約。
善用,ぜんよう,よい目的に用いること。また、うまく使うこと。
漸落,ぜんらく,相場や物価がしだいに下がること。
禅律,ぜんりつ,１ 禅宗の律儀。２ 禅宗と律宗。
前輪,ぜんりん,車の前の車輪。
善隣,ぜんりん,隣国または隣家と仲よくすること。また、その隣国・隣家。
禅林,ぜんりん,禅宗の寺。また、禅宗。
前例,ぜんれい,１ 以前にあった同類の例。また、これまでのしきたり。前例。２ これからの基準になる初めての例。前例。
前列,ぜんれつ,前の方の列。
全労,ぜんろう,昭和5年（1930）日本労働組合同盟と労働組合全国同盟とが合同して結成した労働組合の全国組織。昭和11年（1936）総同盟と合同。
禅話,ぜんわ,禅宗の修行・教義についての講話。
前腕,ぜんわん,腕のひじから手首までの部分。前膊(ぜんはく)。
憎愛,ぞうあい,にくむことと、あいすること。
増悪,ぞうあく,病状などがさらに悪化すること。
贈位,ぞうい,生前の功労をたたえて死後に位階を贈ること。また、その位階。
増員,ぞういん,人員・定員をふやすこと、また、ふえること。
造営,ぞうえい,社殿・宮殿などを建てること。
増益,ぞうえき,１ 利益がふえること。２ 数をふやすこと。また、ふえること。
造園,ぞうえん,庭園・公園・動植物園・遊園地などをつくること。
増援,ぞうえん,人員をふやして援助すること。
憎悪,ぞうお,ひどくにくむこと。にくみ嫌うこと。
造化,ぞうか,１ 天地万物を創造し育てること。また、それをなす者。造物主。２ 造物主によってつくられたもの。自然。
造花,ぞうか,紙・布などを使って、生花(せいか)に似せてつくった花。つくりばな。
増加,ぞうか,物の数量がふえること。また、ふやすこと。
増価,ぞうか,資産、特に固定資産の再評価額が帳簿価額を超えること。
増額,ぞうがく,金額をふやすこと。また、その額。
増刊,ぞうかん,雑誌などの定期刊行物で、定まった時以外に刊行すること。また、その刊行物。
造機,ぞうき,機関や機械をつくること。
雑木,ぞうき,雑多な木。また、用材にはならない木。炭や薪などにする。
臓器,ぞうき,体内、特に胸腔・腹腔にある器官。
増給,ぞうきゅう,給料をふやすこと。また、ふえること。
増強,ぞうきょう,人員・設備などを増やして機能を強化すること。
雑巾,ぞうきん,汚れをふき取るための布。
象牙,ぞうげ,象の上あごにある長く伸びた一対の門歯。細かい木目状の縞模様があり、適度の硬さなので細工物に用いられた。
造形,ぞうけい,形のあるものをつくりだすこと。ある観念などから、ある形をつくりだすこと。
造詣,ぞうけい,その分野についての広く深い知識や理解、また、すぐれた技量。
造血,ぞうけつ,体内で血液が生成されること。
増血,ぞうけつ,体内の血液をふやすこと。また、ふえること。
増結,ぞうけつ,列車の連結車両をふやすこと。
造言,ぞうげん,いつわりの言葉。つくりばなし。
増減,ぞうげん,数量がふえたりへったりすること。また、ふやしたりへらしたりすること。
造語,ぞうご,新語をつくること。既存の語を組み合わせるなどして新しい意味の言葉をつくること。また、その言葉。
贈号,ぞうごう,生前の功績をたたえて、死後に称号を贈ること。また、その称号。
雑言,ぞうごん,あれこれ悪口を言うこと。また、その悪口。ぞうげん。
造作,ぞうさ,１ 手間や費用のかかること。めんどう。２ もてなし。ごちそう。
造材,ぞうざい,伐採した木を適当な長さに切って木材にすること。
造作,ぞうさく,１ つくること。こしらえること。２ 家を建てること。また、その家。３ 建築内部の仕上げ材・取り付け材の総称。鴨居 (かもい) ・敷居・長押 (なげし) ・天井・床・建具など。４ 顔の目や鼻のつくり。目鼻立ち。
増刷,ぞうさつ,追加して印刷すること。また、その印刷物。
増産,ぞうさん,生産量をふやすこと。
増資,ぞうし,資本金を増加すること。
造寺,ぞうじ,寺院を建てること。
増車,ぞうしゃ,車両の台数や運転数を増やすこと。
造酒,ぞうしゅ,酒を醸造すること。酒造。
増収,ぞうしゅう,収入・収穫のふえること。
造出,ぞうしゅつ,つくりだすこと。
蔵書,ぞうしょ,書物を所蔵していること。また、その書物。
増床,ぞうしょう,１ 病院・診療所で、入院患者用の病床を増やすこと。２ 商店、特に百貨店、スーパーなどで売り場面積を増やすこと。
蔵相,ぞうしょう,大蔵大臣のこと。
増殖,ぞうしょく,１ ふえること。また、ふやすこと。２ 生物の細胞・組織や個体が量的に増加すること。繁殖と同義に用いることもある。
増進,ぞうしん,物事の勢いなどがいっそう激しくなること。また、激しくすること。
造水,ぞうすい,海水や排水から塩分や不純物などを取り除いて、飲料水を作ること。
増水,ぞうすい,水量がますこと。
